scenario_id,tool_name,file_name,precision,recall,f1_score,accuracy,total_lines_expected,total_lines_actual,lines_correctly_merged,lines_missing,lines_extra,syntactic_correctness,compilation_status,structural_integrity,lexical_similarity,semantic_similarity,edit_distance,quality_class,confidence_score,error_types,critical_errors,minor_errors,processing_time,file_size_bytes,checksum_expected,checksum_actual
scenario_17,JDime,Person.java,0.0,0.0,0.0,0.0,2,0,0,2,0,False,unknown,0.7,0.0,0.0,8,MergeQuality.FAILED,1.0,"['syntax_errors', 'missing_content']",3,0,0.000685,0,b0472aed33a1b81788412283cdd6024b,d41d8cd98f00b204e9800998ecf8427e
scenario_5,JDime,Person.java,0.0,0.0,0.0,0.0,1,0,0,1,0,False,unknown,0.7,0.0,0.0,7,MergeQuality.FAILED,1.0,"['syntax_errors', 'missing_content']",2,0,0.000191,0,89b8be755863539d99f7fb906afe5fb6,d41d8cd98f00b204e9800998ecf8427e
