tool_name,scenario_id,mapping,change_type,execution_status,status_detail,expected_file_count,actual_file_count,missing_files,extra_files,expected_line_count,actual_line_count,true_positives,false_positives,false_negatives,precision,recall,f1_score,sequence_agreement,exact_oracle_match,syntactic_valid,syntax_validator,syntax_detail,compiles,scenario_tests_pass,complete_textual_resolution
JDime,scenario_17,1:N,structural,completed_clean,process completed with a readable output tree,2,1,ContactMethods.java;PersonIdentity.java,Person.java,50,0,0,0,50,,0.0,,0.0,False,True,javac -proc:none -XDrawDiagnostics; parser diagnostics only,"no javac parser diagnostic; type-resolution diagnostics, if any, are not compilation evidence",,,False
JDime,scenario_18,1:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_19,1:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_20,1:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_21,1:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_22,1:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_23,1:N,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_24,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_25,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_26,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_27,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_28,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_29,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_30,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_31,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_32,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_33,N:N,structural,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_34,1:1,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_35,1:1,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_36,N:N,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_37,1:N,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_38,N:N,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
JDime,scenario_39,N:N,behavioral,invalid_output,no Java artifact was produced,,,,,,,,,,,,,,,,javac -proc:none -XDrawDiagnostics; parser diagnostics only,not applicable for this execution status,,,False
